product_id,product_name,category,price
P000593,Tasty Mouse - 000593,Kids,449000
P000594,Pants - 000594,Sports,154000
P000595,Chips - 000595,Industrial,451000
P000596,Fish - 000596,Beauty,219000
P000597,Soft Pizza - 000597,Health,483000
P000598,Towels - 000598,Grocery,357000
P000599,Bike - 000599,Garden,193000
P000600,Awesome Concrete Gloves - 000600,Baby,435000
P000601,Rubber Car - 000601,Kids,469000
P000602,Rubber Chicken - 000602,Garden,286000
P000603,Frozen Ball - 000603,Music,131000
P000604,Handcrafted Wooden Soap - 000604,Jewelery,473000
P000605,Ball - 000605,Toys,371000
P000606,Bacon - 000606,Music,345000
P000607,Cheese - 000607,Clothing,97000
P000608,Awesome Steel Table - 000608,Home,107000
P000609,Intelligent Metal Ball - 000609,Garden,480000
P000610,Rubber Bacon - 000610,Garden,357000
P000611,Awesome Rubber Table - 000611,Baby,283000
P000612,Handcrafted Pizza - 000612,Tools,274000
P000613,Chicken - 000613,Games,185000
P000614,Unbranded Chips - 000614,Home,412000
P000615,Licensed Table - 000615,Sports,190000
P000616,Gorgeous Steel Gloves - 000616,Tools,443000
P000617,Gently Used Rubber Cheese - 000617,Grocery,284000
P000618,Generic Plastic Ball - 000618,Toys,79000
P000619,Unbranded Gloves - 000619,Automotive,292000
P000620,Generic Cotton Salad - 000620,Clothing,484000
P000621,For repair Chips - 000621,Baby,495000
P000622,Handcrafted Concrete Chips - 000622,Electronics,87000
P000623,Concrete Fish - 000623,Jewelery,369000
P000624,Car - 000624,Music,329000
P000625,Ergonomic Salad - 000625,Kids,484000
P000626,Practical Pizza - 000626,Electronics,71000
P000627,Ball - 000627,Beauty,5000
P000628,Bacon - 000628,Outdoors,31000
P000629,Unbranded Steel Tuna - 000629,Books,468000
P000630,Licensed Fish - 000630,Books,273000
P000631,Sleek Soft Chips - 000631,Grocery,272000
P000632,Licensed Concrete Chicken - 000632,Games,9000
P000633,Tasty Concrete Keyboard - 000633,Garden,471000
P000634,Bacon - 000634,Beauty,99000
P000635,Rustic Hat - 000635,Toys,137000
P000636,Practical Cheese - 000636,Grocery,236000
P000637,For repair Computer - 000637,Movies,351000
P000638,Handmade Hat - 000638,Jewelery,48000
P000639,Steel Car - 000639,Computers,244000
P000640,Frozen Tuna - 000640,Health,43000
P000641,Tasty Steel Keyboard - 000641,Garden,290000
P000642,Metal Sausages - 000642,Tools,109000
P000643,Computer - 000643,Sports,24000
P000644,Car - 000644,Books,337000
P000645,Gently Used Concrete Ball - 000645,Toys,493000
P000646,Awesome Concrete Computer - 000646,Sports,476000
P000647,Frozen Cheese - 000647,Jewelery,124000
P000648,Wooden Hat - 000648,Shoes,170000
P000649,Wooden Shoes - 000649,Kids,382000
P000650,Generic Computer - 000650,Outdoors,119000
P000651,Bacon - 000651,Books,489000
P000652,Pants - 000652,Garden,325000
P000653,Rubber Fish - 000653,Computers,183000
P000654,Cheese - 000654,Outdoors,349000
P000655,Wooden Gloves - 000655,Tools,152000
P000656,For repair Hat - 000656,Toys,79000
P000657,Intelligent Wooden Shoes - 000657,Books,163000
P000658,Shirt - 000658,Tools,483000
P000659,Mouse - 000659,Kids,53000
P000660,New Soft Fish - 000660,Kids,230000
P000661,Chair - 000661,Jewelery,53000
P000662,Used Granite Bacon - 000662,Toys,48000
P000663,Licensed Rubber Shirt - 000663,Music,7000
P000664,Fresh Fish - 000664,Shoes,372000
P000665,Handmade Salad - 000665,Electronics,87000
P000666,Metal Shirt - 000666,Electronics,138000
P000667,Licensed Bike - 000667,Kids,33000
P000668,Granite Tuna - 000668,Tools,154000
P000669,Gloves - 000669,Outdoors,484000
P000670,Refined Wooden Ball - 000670,Electronics,316000
P000671,Granite Chair - 000671,Outdoors,156000
P000672,Table - 000672,Kids,195000
P000673,Pizza - 000673,Grocery,418000
P000674,Bacon - 000674,Health,165000
P000675,Generic Hat - 000675,Automotive,91000
P000676,Practical Granite Cheese - 000676,Toys,252000
P000677,Handcrafted Wooden Hat - 000677,Sports,144000
P000678,New Concrete Cheese - 000678,Industrial,103000
P000679,Small Fish - 000679,Home,394000
P000680,Rustic Rubber Shirt - 000680,Industrial,225000
P000681,Cotton Mouse - 000681,Garden,256000
P000682,Rubber Salad - 000682,Toys,130000
P000683,Soap - 000683,Sports,38000
P000684,Tasty Rubber Fish - 000684,Jewelery,206000
P000685,New Fresh Shoes - 000685,Automotive,19000
P000686,Intelligent Computer - 000686,Industrial,469000
P000687,Incredible Frozen Shoes - 000687,Outdoors,341000
P000688,For repair Cheese - 000688,Automotive,23000
P000689,Licensed Wooden Table - 000689,Books,205000
P000690,Practical Pants - 000690,Shoes,51000
P000691,Plastic Cheese - 000691,Baby,286000
P000692,Refined Frozen Hat - 000692,Sports,192000
P000693,Chicken - 000693,Books,354000
P000694,Awesome Keyboard - 000694,Music,248000
P000695,Gorgeous Granite Chips - 000695,Grocery,60000
P000696,Soap - 000696,Clothing,176000
P000697,Metal Tuna - 000697,Baby,179000
P000698,Steel Computer - 000698,Games,164000
P000699,Table - 000699,Industrial,12000
P000700,Practical Soft Bike - 000700,Computers,410000
P000701,Generic Bike - 000701,Kids,283000
P000702,Rubber Soap - 000702,Automotive,491000
P000703,Bike - 000703,Kids,95000
P000704,Used Chair - 000704,Baby,203000
P000705,Handmade Towels - 000705,Home,304000
P000706,Fresh Pants - 000706,Games,106000
P000707,Fish - 000707,Health,410000
P000708,Intelligent Soap - 000708,Industrial,101000
P000709,Tuna - 000709,Health,442000
P000710,Used Rubber Hat - 000710,Sports,306000
P000711,Metal Shoes - 000711,Outdoors,59000
P000712,Fresh Salad - 000712,Sports,89000
P000713,Salad - 000713,Games,44000
P000714,Intelligent Concrete Shirt - 000714,Beauty,123000
P000715,Tasty Mouse - 000715,Kids,356000
P000716,Gently Used Mouse - 000716,Kids,306000
P000717,Soft Tuna - 000717,Automotive,96000
P000718,New Concrete Bike - 000718,Clothing,477000
P000719,Incredible Mouse - 000719,Baby,148000
P000720,Car - 000720,Clothing,318000
P000721,Handmade Ball - 000721,Shoes,70000
P000722,Licensed Tuna - 000722,Clothing,335000
P000723,Refined Sausages - 000723,Computers,213000
P000724,Small Plastic Cheese - 000724,Grocery,43000
P000725,Pants - 000725,Grocery,17000
P000726,Metal Soap - 000726,Jewelery,87000
P000727,Gently Used Keyboard - 000727,Tools,262000
P000728,Fish - 000728,Movies,397000
P000729,Refined Chips - 000729,Home,390000
P000730,For repair Keyboard - 000730,Grocery,218000
P000731,Car - 000731,Beauty,448000
P000732,Refined Computer - 000732,Garden,442000
P000733,Chips - 000733,Outdoors,108000
P000734,Incredible Towels - 000734,Electronics,324000
P000735,Ball - 000735,Sports,402000
P000736,Fish - 000736,Jewelery,180000
P000737,Awesome Cotton Table - 000737,Sports,87000
P000738,Chicken - 000738,Kids,137000
P000739,Sleek Car - 000739,Electronics,471000
P000740,Concrete Mouse - 000740,Health,360000
P000741,Gloves - 000741,Electronics,425000
P000742,Pizza - 000742,Kids,296000
P000743,Soap - 000743,Music,193000
P000744,Sleek Granite Chicken - 000744,Baby,207000
P000745,Generic Fresh Tuna - 000745,Books,487000
P000746,Rustic Chips - 000746,Automotive,445000
P000747,Handcrafted Wooden Sausages - 000747,Jewelery,341000
P000748,Plastic Ball - 000748,Clothing,204000
P000749,Awesome Table - 000749,Jewelery,138000
P000750,Metal Mouse - 000750,Health,296000
P000751,Ergonomic Steel Salad - 000751,Games,458000
P000752,Small Soap - 000752,Computers,321000
P000753,Rubber Soap - 000753,Home,226000
P000754,For repair Mouse - 000754,Computers,353000
P000755,Frozen Pants - 000755,Beauty,448000
P000756,Frozen Computer - 000756,Automotive,129000
P000757,Car - 000757,Grocery,85000
P000758,Practical Sausages - 000758,Automotive,372000
P000759,Sausages - 000759,Home,47000
P000760,Gorgeous Fresh Computer - 000760,Garden,245000
P000761,Steel Salad - 000761,Books,266000
P000762,Table - 000762,Electronics,357000
P000763,Rubber Computer - 000763,Music,245000
P000764,Intelligent Granite Keyboard - 000764,Beauty,375000
P000765,Shirt - 000765,Electronics,452000
P000766,Salad - 000766,Shoes,329000
P000767,Used Frozen Chair - 000767,Computers,289000
P000768,Frozen Shoes - 000768,Electronics,226000
P000769,Used Frozen Towels - 000769,Baby,471000
P000770,Wooden Ball - 000770,Electronics,441000
P000771,Gently Used Rubber Keyboard - 000771,Beauty,386000
P000772,Towels - 000772,Garden,494000
P000773,Rustic Pizza - 000773,Jewelery,142000
P000774,Cotton Bacon - 000774,Books,308000
P000775,Awesome Plastic Salad - 000775,Shoes,435000
P000776,Rubber Chicken - 000776,Grocery,311000
P000777,Car - 000777,Toys,331000
P000778,Unbranded Gloves - 000778,Outdoors,58000
P000779,Small Granite Chicken - 000779,Health,37000
P000780,Gently Used Rubber Hat - 000780,Beauty,68000
P000781,Incredible Salad - 000781,Music,280000
P000782,Steel Cheese - 000782,Tools,9000
P000783,Rubber Car - 000783,Shoes,111000
P000784,Tasty Rubber Pizza - 000784,Kids,147000
P000785,Hat - 000785,Jewelery,360000
P000786,Gorgeous Bacon - 000786,Music,276000
P000787,Plastic Computer - 000787,Electronics,159000
P000788,Fresh Table - 000788,Automotive,275000
P000789,For repair Wooden Pizza - 000789,Grocery,391000
P000790,Practical Steel Towels - 000790,Garden,358000
P000791,Intelligent Metal Towels - 000791,Outdoors,45000
P000792,Awesome Frozen Car - 000792,Industrial,312000
P000793,Intelligent Bike - 000793,Electronics,380000
P000794,Incredible Chair - 000794,Beauty,360000
P000795,Sleek Concrete Chicken - 000795,Beauty,268000
P000796,Sleek Wooden Chips - 000796,Books,65000
P000797,Sleek Towels - 000797,Music,172000
P000798,Frozen Sausages - 000798,Music,135000
P000799,Tasty Soap - 000799,Movies,255000
P000800,Granite Cheese - 000800,Computers,256000
P000801,Frozen Keyboard - 000801,Games,131000
P000802,Chips - 000802,Movies,117000
P000803,Practical Steel Chair - 000803,Clothing,440000
P000804,Concrete Hat - 000804,Movies,187000
P000805,Sausages - 000805,Garden,284000
P000806,Gloves - 000806,Tools,165000
P000807,Gently Used Computer - 000807,Games,423000
P000808,Ergonomic Salad - 000808,Garden,258000
P000809,Chicken - 000809,Music,412000
P000810,Awesome Soap - 000810,Health,450000
P000811,Refined Steel Fish - 000811,Beauty,45000
P000812,Gently Used Shirt - 000812,Outdoors,103000
P000813,Soap - 000813,Clothing,125000
P000814,New Plastic Ball - 000814,Electronics,396000
P000815,Plastic Towels - 000815,Jewelery,4000
P000816,Granite Pizza - 000816,Books,178000
P000817,Cotton Salad - 000817,Games,389000
P000818,Practical Rubber Chicken - 000818,Clothing,106000
P000819,Car - 000819,Music,493000
P000820,Rubber Gloves - 000820,Beauty,23000
P000821,Fresh Chips - 000821,Games,235000
P000822,For repair Mouse - 000822,Music,259000
P000823,Rubber Cheese - 000823,Industrial,304000
P000824,Practical Cotton Mouse - 000824,Tools,494000
P000825,Handmade Table - 000825,Health,436000
P000826,Pants - 000826,Home,232000
P000827,Concrete Cheese - 000827,Games,70000
P000828,Granite Soap - 000828,Kids,85000
P000829,Plastic Fish - 000829,Baby,62000
P000830,Wooden Soap - 000830,Music,158000
P000831,Salad - 000831,Movies,81000
P000832,Wooden Table - 000832,Garden,111000
P000833,Handmade Soft Shoes - 000833,Movies,496000
P000834,Sleek Shirt - 000834,Books,347000
P000835,Hat - 000835,Jewelery,488000
P000836,Refined Wooden Keyboard - 000836,Electronics,128000
P000837,Ergonomic Plastic Chair - 000837,Electronics,63000
P000838,Handcrafted Frozen Hat - 000838,Automotive,102000
P000839,Rustic Pizza - 000839,Sports,481000
P000840,Small Wooden Computer - 000840,Home,133000
P000841,Refined Concrete Pizza - 000841,Music,463000
P000842,Steel Table - 000842,Baby,464000
P000843,Gently Used Bike - 000843,Toys,26000
P000844,Chair - 000844,Kids,255000
P000845,Shoes - 000845,Tools,89000
P000846,Gorgeous Steel Soap - 000846,Outdoors,144000
P000847,Bacon - 000847,Grocery,318000
P000848,New Metal Towels - 000848,Movies,256000
P000849,Handmade Concrete Pants - 000849,Kids,45000
P000850,Plastic Pizza - 000850,Automotive,103000
P000851,Small Fish - 000851,Beauty,411000
P000852,Fish - 000852,Sports,246000
P000853,Handmade Table - 000853,Computers,258000
P000854,Used Plastic Table - 000854,Books,14000
P000855,Metal Pants - 000855,Shoes,459000
P000856,Cheese - 000856,Games,184000
P000857,Cotton Salad - 000857,Jewelery,127000
P000858,Plastic Chips - 000858,Sports,418000
P000859,Hat - 000859,Computers,434000
P000860,Cheese - 000860,Sports,122000
P000861,Sausages - 000861,Sports,15000
P000862,Fantastic Cheese - 000862,Jewelery,73000
P000863,Steel Bike - 000863,Music,159000
P000864,Used Gloves - 000864,Books,29000
P000865,Granite Tuna - 000865,Outdoors,270000
P000866,Mouse - 000866,Health,104000
P000867,Fresh Chair - 000867,Electronics,31000
P000868,Granite Keyboard - 000868,Music,397000
P000869,Handmade Fresh Sausages - 000869,Games,192000
P000870,Shirt - 000870,Computers,173000
P000871,Towels - 000871,Automotive,375000
P000872,New Bike - 000872,Beauty,163000
P000873,Concrete Salad - 000873,Toys,115000
P000874,Awesome Chips - 000874,Computers,158000
P000875,Gently Used Rubber Chair - 000875,Sports,374000
P000876,Used Bike - 000876,Outdoors,17000
P000877,Gently Used Pizza - 000877,Clothing,114000
P000878,Plastic Table - 000878,Beauty,73000
P000879,Bike - 000879,Industrial,164000
P000880,Metal Chips - 000880,Books,328000
P000881,Practical Ball - 000881,Beauty,136000
P000882,Small Steel Keyboard - 000882,Toys,132000
P000883,Licensed Concrete Chips - 000883,Kids,225000
P000884,Handcrafted Hat - 000884,Toys,253000
P000885,Gently Used Frozen Tuna - 000885,Industrial,52000
P000886,Bike - 000886,Movies,116000
P000887,Chair - 000887,Games,151000
P000888,Incredible Table - 000888,Computers,38000
P000889,New Wooden Computer - 000889,Health,375000
P000890,Bacon - 000890,Kids,305000
P000891,Pizza - 000891,Kids,483000
P000892,Intelligent Car - 000892,Home,81000
P000893,Soft Ball - 000893,Jewelery,499000
P000894,Awesome Cotton Salad - 000894,Garden,136000
P000895,Car - 000895,Jewelery,50000
P000896,Tuna - 000896,Beauty,431000
P000897,Rustic Towels - 000897,Industrial,2000
P000898,Unbranded Plastic Bacon - 000898,Games,321000
P000899,Incredible Ball - 000899,Grocery,14000
P000900,Cotton Tuna - 000900,Toys,42000
P000901,Sleek Wooden Tuna - 000901,Automotive,242000
P000902,Granite Hat - 000902,Toys,279000
P000903,Refined Bike - 000903,Tools,190000
P000904,Sleek Plastic Soap - 000904,Tools,226000
P000905,Frozen Car - 000905,Games,289000
P000906,Salad - 000906,Kids,44000
P000907,Practical Soft Cheese - 000907,Movies,498000
P000908,Tasty Rubber Hat - 000908,Jewelery,431000
P000909,Gently Used Tuna - 000909,Clothing,352000
P000910,Computer - 000910,Shoes,154000
P000911,Gently Used Chicken - 000911,Outdoors,293000
P000912,Refined Keyboard - 000912,Computers,76000
P000913,Fantastic Concrete Ball - 000913,Movies,498000
P000914,Computer - 000914,Automotive,217000
P000915,Granite Bacon - 000915,Music,76000
P000916,Hat - 000916,Jewelery,45000
P000917,Metal Pants - 000917,Books,167000
P000918,Sausages - 000918,Shoes,403000
P000919,Intelligent Rubber Towels - 000919,Electronics,401000
P000920,Gently Used Cheese - 000920,Games,76000
P000921,Gently Used Wooden Keyboard - 000921,Grocery,474000
P000922,Rubber Fish - 000922,Tools,445000
P000923,Unbranded Pizza - 000923,Outdoors,197000
P000924,Incredible Cotton Car - 000924,Toys,243000
P000925,Used Bacon - 000925,Toys,74000
P000926,Hat - 000926,Movies,20000
P000927,Granite Tuna - 000927,Books,382000
P000928,Awesome Shirt - 000928,Clothing,173000
P000929,Intelligent Plastic Sausages - 000929,Electronics,440000
P000930,Refined Granite Chips - 000930,Tools,154000
P000931,Used Towels - 000931,Music,374000
P000932,Fantastic Soap - 000932,Clothing,97000
P000933,Handcrafted Chicken - 000933,Shoes,389000
P000934,Bike - 000934,Shoes,406000
P000935,Tasty Fresh Mouse - 000935,Books,207000
P000936,Fantastic Steel Ball - 000936,Garden,89000
P000937,Soap - 000937,Home,17000
P000938,Shoes - 000938,Toys,141000
P000939,Plastic Keyboard - 000939,Beauty,326000
P000940,Refined Bacon - 000940,Clothing,251000
P000941,Granite Fish - 000941,Computers,301000
P000942,Pants - 000942,Books,429000
P000943,Incredible Car - 000943,Home,198000
P000944,Gloves - 000944,Industrial,439000
P000945,Rubber Pants - 000945,Shoes,106000
P000946,Metal Salad - 000946,Electronics,11000
P000947,Used Steel Bike - 000947,Garden,332000
P000948,Bacon - 000948,Tools,130000
P000949,Metal Hat - 000949,Tools,217000
P000950,Awesome Soap - 000950,Shoes,112000
P000951,Handmade Fresh Bacon - 000951,Games,423000
P000952,Chicken - 000952,Automotive,4000
P000953,Cotton Bacon - 000953,Industrial,305000
P000954,Rustic Tuna - 000954,Tools,56000
P000955,Sleek Table - 000955,Automotive,328000
P000956,Pizza - 000956,Electronics,365000
P000957,Fresh Gloves - 000957,Toys,265000
P000958,Steel Table - 000958,Automotive,339000
P000959,Shirt - 000959,Toys,255000
P000960,Chips - 000960,Sports,199000
P000961,Plastic Ball - 000961,Industrial,418000
P000962,Pizza - 000962,Beauty,274000
P000963,Shirt - 000963,Jewelery,260000
P000964,Shirt - 000964,Electronics,93000
P000965,Concrete Pants - 000965,Industrial,380000
P000966,For repair Wooden Table - 000966,Garden,461000
P000967,Rubber Gloves - 000967,Health,182000
P000968,Cotton Pants - 000968,Baby,191000
P000969,Unbranded Steel Keyboard - 000969,Automotive,436000
P000970,Wooden Cheese - 000970,Clothing,299000
P000971,Tasty Wooden Ball - 000971,Industrial,456000
P000972,Chicken - 000972,Movies,196000
P000973,Mouse - 000973,Health,446000
P000974,Cheese - 000974,Health,210000
P000975,Incredible Wooden Sausages - 000975,Clothing,442000
P000976,Pizza - 000976,Automotive,171000
P000977,Chair - 000977,Home,30000
P000978,Concrete Bike - 000978,Clothing,390000
P000979,Computer - 000979,Kids,403000
P000980,Rubber Towels - 000980,Clothing,325000
P000981,Ergonomic Soft Chair - 000981,Home,197000
P000982,Shoes - 000982,Shoes,375000
P000983,Small Frozen Chair - 000983,Garden,98000
P000984,Handcrafted Cotton Sausages - 000984,Electronics,116000
P000985,Tasty Hat - 000985,Grocery,53000
P000986,Ergonomic Computer - 000986,Grocery,86000
P000987,Chips - 000987,Shoes,234000
P000988,Granite Towels - 000988,Clothing,173000
P000989,Incredible Rubber Ball - 000989,Books,184000
P000990,Gloves - 000990,Books,117000
P000991,Chicken - 000991,Beauty,302000
P000992,Rubber Pizza - 000992,Automotive,365000
P000993,Used Fish - 000993,Outdoors,131000
P000994,Frozen Salad - 000994,Books,25000
P000995,Sausages - 000995,Baby,25000
P000996,New Keyboard - 000996,Clothing,195000
P000997,Frozen Mouse - 000997,Automotive,360000
P000998,Licensed Shirt - 000998,Games,5000
P000999,Chicken - 000999,Outdoors,340000
P001000,Licensed Mouse - 001000,Shoes,359000
