transaction_item_id,transaction_id,product_id,quantity,price
TI0000735,T000250,P000363,1,390000
TI0000736,T000251,P000944,5,439000
TI0000737,T000251,P000080,4,419000
TI0000738,T000251,P000883,5,225000
TI0000739,T000251,P000321,4,352000
TI0000740,T000252,P000297,3,306000
TI0000741,T000252,P000118,2,346000
TI0000742,T000252,P000415,5,407000
TI0000743,T000252,P000022,4,34000
TI0000744,T000253,P000091,1,221000
TI0000745,T000253,P000448,2,348000
TI0000746,T000253,P000865,4,270000
TI0000747,T000254,P000411,3,316000
TI0000748,T000254,P000537,3,3000
TI0000749,T000254,P000081,2,481000
TI0000750,T000254,P000406,3,213000
TI0000751,T000254,P000892,2,81000
TI0000752,T000255,P000523,1,347000
TI0000753,T000256,P000523,3,347000
TI0000754,T000256,P000199,2,492000
TI0000755,T000256,P000928,2,173000
TI0000756,T000256,P000795,1,268000
TI0000757,T000256,P000358,2,382000
TI0000758,T000257,P000203,2,17000
TI0000759,T000257,P000178,1,208000
TI0000760,T000257,P000617,2,284000
TI0000761,T000258,P000476,5,432000
TI0000762,T000258,P000773,4,142000
TI0000763,T000258,P000578,5,446000
TI0000764,T000258,P000779,5,37000
TI0000765,T000259,P000885,3,52000
TI0000766,T000259,P000995,2,25000
TI0000767,T000259,P000643,4,24000
TI0000768,T000260,P000481,4,208000
TI0000769,T000261,P000816,1,178000
TI0000770,T000261,P000282,3,135000
TI0000771,T000261,P000606,5,345000
TI0000772,T000262,P000318,4,455000
TI0000773,T000263,P000039,3,124000
TI0000774,T000263,P000059,1,26000
TI0000775,T000263,P000378,1,187000
TI0000776,T000263,P000852,5,246000
TI0000777,T000264,P000520,1,107000
TI0000778,T000264,P000394,4,426000
TI0000779,T000264,P000474,5,258000
TI0000780,T000264,P000595,2,451000
TI0000781,T000264,P000568,3,106000
TI0000782,T000265,P000488,4,149000
TI0000783,T000265,P000514,1,88000
TI0000784,T000265,P000155,3,65000
TI0000785,T000265,P000981,1,197000
TI0000786,T000265,P000064,5,80000
TI0000787,T000266,P000041,4,338000
TI0000788,T000266,P000254,4,408000
TI0000789,T000267,P000536,3,368000
TI0000790,T000267,P000625,4,484000
TI0000791,T000267,P000163,4,339000
TI0000792,T000267,P000373,3,231000
TI0000793,T000267,P000382,5,371000
TI0000794,T000268,P000809,3,412000
TI0000795,T000269,P000338,1,160000
TI0000796,T000270,P000695,5,60000
TI0000797,T000270,P000396,2,497000
TI0000798,T000270,P000291,3,51000
TI0000799,T000270,P000259,1,237000
TI0000800,T000270,P000742,5,296000
TI0000801,T000271,P000939,3,326000
TI0000802,T000271,P000359,4,40000
TI0000803,T000272,P000610,1,357000
TI0000804,T000272,P000726,3,87000
TI0000805,T000273,P000386,2,330000
TI0000806,T000273,P000659,5,53000
TI0000807,T000273,P000811,1,45000
TI0000808,T000273,P000337,4,215000
TI0000809,T000273,P000833,5,496000
TI0000810,T000274,P000019,2,237000
TI0000811,T000274,P000372,2,197000
TI0000812,T000274,P000317,3,450000
TI0000813,T000275,P000197,1,231000
TI0000814,T000275,P000232,3,213000
TI0000815,T000275,P000141,1,437000
TI0000816,T000275,P000159,5,347000
TI0000817,T000276,P000856,3,184000
TI0000818,T000276,P000757,5,85000
TI0000819,T000276,P000905,2,289000
TI0000820,T000276,P000540,5,31000
TI0000821,T000276,P000039,4,124000
TI0000822,T000277,P000167,5,316000
TI0000823,T000277,P000186,2,117000
TI0000824,T000278,P000045,2,232000
TI0000825,T000278,P000421,4,489000
TI0000826,T000278,P000374,5,310000
TI0000827,T000278,P000693,3,354000
TI0000828,T000279,P000240,4,446000
TI0000829,T000279,P000547,2,99000
TI0000830,T000279,P000245,3,52000
TI0000831,T000279,P000317,5,450000
TI0000832,T000280,P000473,4,321000
TI0000833,T000280,P000788,5,275000
TI0000834,T000280,P000289,5,233000
TI0000835,T000280,P000797,4,172000
TI0000836,T000281,P000837,5,63000
TI0000837,T000281,P000205,2,302000
TI0000838,T000282,P000054,3,345000
TI0000839,T000282,P000657,5,163000
TI0000840,T000282,P000493,1,111000
TI0000841,T000283,P000872,2,163000
TI0000842,T000283,P000128,3,234000
TI0000843,T000283,P000292,4,17000
TI0000844,T000283,P000086,5,425000
TI0000845,T000283,P000782,2,9000
TI0000846,T000284,P000094,4,453000
TI0000847,T000284,P000970,3,299000
TI0000848,T000284,P000933,1,389000
TI0000849,T000284,P000228,4,364000
TI0000850,T000285,P000406,5,213000
TI0000851,T000286,P000242,3,362000
TI0000852,T000286,P000396,2,497000
TI0000853,T000286,P000084,1,325000
TI0000854,T000287,P000954,3,56000
TI0000855,T000287,P000102,2,443000
TI0000856,T000287,P000860,2,122000
TI0000857,T000288,P000294,4,189000
TI0000858,T000289,P000778,4,58000
TI0000859,T000289,P000723,4,213000
TI0000860,T000290,P000006,2,215000
TI0000861,T000290,P000928,2,173000
TI0000862,T000290,P000082,5,381000
TI0000863,T000290,P000020,5,113000
TI0000864,T000290,P000263,5,234000
TI0000865,T000291,P000114,3,482000
TI0000866,T000291,P000795,1,268000
TI0000867,T000291,P000296,1,47000
TI0000868,T000291,P000244,2,495000
TI0000869,T000292,P000655,1,152000
TI0000870,T000292,P000813,1,125000
TI0000871,T000292,P000638,4,48000
TI0000872,T000292,P000469,5,426000
TI0000873,T000293,P000017,2,137000
TI0000874,T000293,P000648,3,170000
TI0000875,T000293,P000528,4,294000
TI0000876,T000293,P000589,1,126000
TI0000877,T000293,P000248,5,333000
TI0000878,T000294,P000247,2,401000
TI0000879,T000294,P000585,1,80000
TI0000880,T000294,P000427,5,90000
TI0000881,T000295,P000070,5,127000
TI0000882,T000295,P000977,5,30000
TI0000883,T000295,P000539,5,388000
TI0000884,T000296,P000021,4,421000
TI0000885,T000296,P000400,3,271000
TI0000886,T000296,P000895,3,50000
TI0000887,T000296,P000482,1,81000
TI0000888,T000296,P000045,3,232000
TI0000889,T000297,P000354,2,59000
TI0000890,T000298,P000791,5,45000
TI0000891,T000299,P000137,5,33000
TI0000892,T000299,P000046,3,174000
TI0000893,T000299,P000361,2,418000
TI0000894,T000300,P000713,2,44000
TI0000895,T000300,P000491,1,256000
TI0000896,T000300,P000647,4,124000
TI0000897,T000300,P000187,1,363000
TI0000898,T000301,P000207,2,424000
TI0000899,T000301,P000045,1,232000
TI0000900,T000301,P000811,3,45000
TI0000901,T000302,P000528,5,294000
TI0000902,T000302,P000408,4,15000
TI0000903,T000302,P000835,3,488000
TI0000904,T000303,P000772,2,494000
TI0000905,T000304,P000366,1,166000
TI0000906,T000304,P000883,3,225000
TI0000907,T000304,P000800,3,256000
TI0000908,T000305,P000819,3,493000
TI0000909,T000306,P000911,4,293000
TI0000910,T000306,P000410,3,470000
TI0000911,T000306,P000762,2,357000
TI0000912,T000306,P000451,4,128000
TI0000913,T000307,P000377,3,225000
TI0000914,T000307,P000947,1,332000
TI0000915,T000307,P000817,4,389000
TI0000916,T000307,P000532,1,424000
TI0000917,T000308,P000617,3,284000
TI0000918,T000308,P000843,3,26000
TI0000919,T000308,P000185,1,306000
TI0000920,T000308,P000559,1,470000
TI0000921,T000309,P000677,4,144000
TI0000922,T000309,P000303,5,68000
TI0000923,T000309,P000314,4,365000
TI0000924,T000310,P000707,3,410000
TI0000925,T000310,P000455,4,70000
TI0000926,T000311,P000745,3,487000
TI0000927,T000312,P000446,1,121000
TI0000928,T000312,P000282,1,135000
TI0000929,T000312,P000655,4,152000
TI0000930,T000312,P000811,3,45000
TI0000931,T000312,P000971,5,456000
TI0000932,T000313,P000976,2,171000
TI0000933,T000313,P000032,5,58000
TI0000934,T000314,P000036,3,391000
TI0000935,T000314,P000130,3,418000
TI0000936,T000314,P000069,4,346000
TI0000937,T000314,P000242,5,362000
TI0000938,T000315,P000620,2,484000
TI0000939,T000316,P000972,1,196000
TI0000940,T000316,P000380,5,332000
TI0000941,T000316,P000381,2,286000
TI0000942,T000316,P000455,5,70000
TI0000943,T000317,P000408,3,15000
TI0000944,T000317,P000322,2,48000
TI0000945,T000317,P000666,1,138000
TI0000946,T000318,P000754,2,353000
TI0000947,T000319,P000531,1,336000
TI0000948,T000319,P000397,3,120000
TI0000949,T000319,P000936,3,89000
TI0000950,T000319,P000576,4,210000
TI0000951,T000320,P000627,4,5000
TI0000952,T000320,P000293,2,228000
TI0000953,T000321,P000139,1,200000
TI0000954,T000322,P000177,1,406000
TI0000955,T000322,P000921,3,474000
TI0000956,T000322,P000731,3,448000
TI0000957,T000322,P000456,1,45000
TI0000958,T000323,P000556,2,335000
TI0000959,T000323,P000298,2,65000
TI0000960,T000323,P000913,3,498000
TI0000961,T000323,P000308,5,114000
TI0000962,T000323,P000872,2,163000
TI0000963,T000324,P000206,2,279000
TI0000964,T000325,P000810,1,450000
TI0000965,T000325,P000506,3,168000
TI0000966,T000326,P000587,2,124000
TI0000967,T000326,P000378,5,187000
TI0000968,T000326,P000479,1,16000
TI0000969,T000326,P000823,1,304000
TI0000970,T000326,P000565,3,58000
TI0000971,T000327,P000735,4,402000
TI0000972,T000327,P000737,4,87000
TI0000973,T000327,P000491,5,256000
TI0000974,T000327,P000539,1,388000
TI0000975,T000328,P000996,1,195000
TI0000976,T000328,P000325,4,448000
TI0000977,T000329,P000697,5,179000
TI0000978,T000329,P000530,5,148000
TI0000979,T000329,P000353,2,294000
TI0000980,T000329,P000132,2,385000
TI0000981,T000330,P000515,1,76000
TI0000982,T000330,P000933,5,389000
TI0000983,T000330,P000890,2,305000
TI0000984,T000330,P000057,3,217000
TI0000985,T000331,P000166,2,223000
TI0000986,T000331,P000331,3,330000
TI0000987,T000332,P000917,2,167000
TI0000988,T000332,P000291,5,51000
TI0000989,T000332,P000867,3,31000
TI0000990,T000332,P000081,2,481000
TI0000991,T000332,P000257,3,41000
TI0000992,T000333,P000547,5,99000
TI0000993,T000333,P000096,5,92000
TI0000994,T000333,P000515,2,76000
TI0000995,T000333,P000657,2,163000
TI0000996,T000333,P000173,5,175000
TI0000997,T000334,P000346,1,29000
TI0000998,T000334,P000863,1,159000
TI0000999,T000334,P000947,1,332000
TI0001000,T000334,P000578,5,446000
TI0001001,T000334,P000043,3,387000
TI0001002,T000335,P000786,4,276000
TI0001003,T000335,P000586,5,415000
TI0001004,T000336,P000510,5,345000
TI0001005,T000337,P000658,4,483000
TI0001006,T000337,P000980,2,325000
TI0001007,T000337,P000310,4,246000
TI0001008,T000338,P000465,1,498000
TI0001009,T000338,P000075,2,5000
TI0001010,T000338,P000706,4,106000
TI0001011,T000339,P000496,5,221000
TI0001012,T000339,P000476,2,432000
TI0001013,T000339,P000209,3,225000
TI0001014,T000339,P000349,3,67000
TI0001015,T000340,P000999,3,340000
TI0001016,T000340,P000409,5,406000
TI0001017,T000340,P000134,5,40000
TI0001018,T000341,P000327,2,260000
TI0001019,T000342,P000126,2,399000
TI0001020,T000342,P000274,1,383000
TI0001021,T000342,P000461,1,185000
TI0001022,T000342,P000254,3,408000
TI0001023,T000343,P000885,2,52000
TI0001024,T000343,P000631,3,272000
TI0001025,T000343,P000429,5,151000
TI0001026,T000343,P000255,3,221000
TI0001027,T000344,P000782,4,9000
TI0001028,T000344,P000164,5,175000
TI0001029,T000345,P000511,1,408000
TI0001030,T000345,P000901,1,242000
TI0001031,T000345,P000316,4,51000
TI0001032,T000345,P000510,5,345000
TI0001033,T000346,P000990,3,117000
TI0001034,T000346,P000247,1,401000
TI0001035,T000346,P000221,1,233000
TI0001036,T000346,P000598,3,357000
TI0001037,T000347,P000612,4,274000
TI0001038,T000347,P000904,3,226000
TI0001039,T000347,P000864,5,29000
TI0001040,T000347,P000670,1,316000
TI0001041,T000348,P000442,2,328000
TI0001042,T000349,P000745,4,487000
TI0001043,T000349,P000375,3,231000
TI0001044,T000349,P000783,1,111000
TI0001045,T000350,P000053,3,182000
TI0001046,T000350,P000584,5,422000
TI0001047,T000350,P000576,3,210000
TI0001048,T000350,P000200,1,109000
TI0001049,T000351,P000517,3,226000
TI0001050,T000351,P000462,5,412000
TI0001051,T000351,P000783,5,111000
TI0001052,T000351,P000564,1,229000
TI0001053,T000352,P000999,4,340000
TI0001054,T000352,P000100,3,180000
TI0001055,T000353,P000572,2,371000
TI0001056,T000353,P000962,2,274000
TI0001057,T000353,P000375,5,231000
TI0001058,T000354,P000412,2,111000
TI0001059,T000354,P000513,3,117000
TI0001060,T000354,P000042,4,271000
TI0001061,T000354,P000047,5,302000
TI0001062,T000354,P000040,4,418000
TI0001063,T000355,P000621,5,495000
TI0001064,T000355,P000915,2,76000
TI0001065,T000356,P000954,2,56000
TI0001066,T000356,P000628,4,31000
TI0001067,T000356,P000327,5,260000
TI0001068,T000357,P000608,5,107000
TI0001069,T000357,P000345,5,158000
TI0001070,T000357,P000520,4,107000
TI0001071,T000358,P000307,3,263000
TI0001072,T000358,P000487,1,231000
TI0001073,T000358,P000836,4,128000
TI0001074,T000358,P000018,5,326000
TI0001075,T000358,P000378,3,187000
TI0001076,T000359,P000612,4,274000
TI0001077,T000360,P000991,5,302000
TI0001078,T000360,P000672,5,195000
TI0001079,T000360,P000802,2,117000
TI0001080,T000361,P000598,4,357000
TI0001081,T000362,P000537,5,3000
TI0001082,T000362,P000645,4,493000
TI0001083,T000363,P000842,2,464000
TI0001084,T000363,P000698,1,164000
TI0001085,T000364,P000971,4,456000
TI0001086,T000364,P000718,3,477000
TI0001087,T000364,P000113,4,284000
TI0001088,T000364,P000196,2,405000
TI0001089,T000364,P000020,4,113000
TI0001090,T000365,P000421,5,489000
TI0001091,T000365,P000514,4,88000
TI0001092,T000366,P000723,2,213000
TI0001093,T000367,P000213,5,47000
TI0001094,T000367,P000575,4,479000
TI0001095,T000367,P000333,3,140000
TI0001096,T000367,P000679,2,394000
TI0001097,T000367,P000490,4,98000
TI0001098,T000368,P000351,3,442000
TI0001099,T000368,P000560,5,113000
TI0001100,T000368,P000363,4,390000
TI0001101,T000368,P000693,2,354000
TI0001102,T000368,P000791,2,45000
TI0001103,T000369,P000572,3,371000
TI0001104,T000369,P000306,3,382000
TI0001105,T000369,P000231,2,478000
TI0001106,T000370,P000325,3,448000
TI0001107,T000370,P000492,3,484000
TI0001108,T000370,P000358,1,382000
TI0001109,T000370,P000574,5,217000
TI0001110,T000371,P000389,2,159000
TI0001111,T000371,P000918,3,403000
TI0001112,T000371,P000405,1,47000
TI0001113,T000371,P000839,3,481000
TI0001114,T000371,P000354,1,59000
TI0001115,T000372,P000947,3,332000
TI0001116,T000372,P000453,4,397000
TI0001117,T000372,P000672,2,195000
TI0001118,T000373,P000848,3,256000
TI0001119,T000373,P000552,5,49000
TI0001120,T000374,P000141,5,437000
TI0001121,T000374,P000112,2,342000
TI0001122,T000374,P000631,2,272000
TI0001123,T000375,P000686,5,469000
TI0001124,T000376,P000654,1,349000
TI0001125,T000376,P000239,1,391000
TI0001126,T000377,P000339,2,44000
TI0001127,T000377,P000735,1,402000
TI0001128,T000377,P000484,5,442000
TI0001129,T000377,P000103,2,261000
TI0001130,T000378,P000669,4,484000
TI0001131,T000378,P000958,4,339000
TI0001132,T000378,P000902,2,279000
TI0001133,T000378,P000900,3,42000
TI0001134,T000379,P000293,1,228000
TI0001135,T000379,P000662,5,48000
TI0001136,T000379,P000061,2,247000
TI0001137,T000380,P000757,2,85000
TI0001138,T000380,P000741,4,425000
TI0001139,T000380,P000871,2,375000
TI0001140,T000380,P000960,1,199000
TI0001141,T000380,P000039,4,124000
TI0001142,T000381,P000191,3,95000
TI0001143,T000381,P000960,1,199000
TI0001144,T000381,P000767,1,289000
TI0001145,T000381,P000986,3,86000
TI0001146,T000382,P000618,4,79000
TI0001147,T000382,P000110,5,36000
TI0001148,T000382,P000951,5,423000
TI0001149,T000382,P000344,4,348000
TI0001150,T000382,P000292,2,17000
TI0001151,T000383,P000480,3,329000
TI0001152,T000383,P000280,2,47000
TI0001153,T000383,P000198,4,157000
TI0001154,T000383,P000829,3,62000
TI0001155,T000383,P000116,2,147000
TI0001156,T000384,P000755,3,448000
TI0001157,T000385,P000582,2,388000
TI0001158,T000385,P000691,2,286000
TI0001159,T000385,P000776,5,311000
TI0001160,T000386,P000847,1,318000
TI0001161,T000386,P000438,4,53000
TI0001162,T000386,P000528,1,294000
TI0001163,T000386,P000336,2,47000
TI0001164,T000387,P000489,2,493000
TI0001165,T000387,P000332,1,425000
TI0001166,T000388,P000393,3,306000
TI0001167,T000388,P000242,3,362000
TI0001168,T000388,P000458,3,457000
TI0001169,T000389,P000741,3,425000
TI0001170,T000389,P000587,2,124000
TI0001171,T000389,P000012,1,425000
TI0001172,T000389,P000268,1,427000
TI0001173,T000389,P000670,4,316000
TI0001174,T000390,P000164,5,175000
TI0001175,T000390,P000416,3,429000
TI0001176,T000390,P000703,1,95000
TI0001177,T000391,P000377,2,225000
TI0001178,T000391,P000630,2,273000
TI0001179,T000391,P000227,4,63000
TI0001180,T000392,P000466,5,239000
TI0001181,T000392,P000766,3,329000
TI0001182,T000393,P000719,5,148000
TI0001183,T000393,P000563,2,391000
TI0001184,T000393,P000935,2,207000
TI0001185,T000393,P000483,5,105000
TI0001186,T000394,P000539,4,388000
TI0001187,T000395,P000721,1,70000
TI0001188,T000395,P000371,1,331000
TI0001189,T000395,P000080,5,419000
TI0001190,T000395,P000940,5,251000
TI0001191,T000395,P000578,2,446000
TI0001192,T000396,P000550,5,90000
TI0001193,T000396,P000154,4,103000
TI0001194,T000396,P000169,1,437000
TI0001195,T000396,P000336,2,47000
TI0001196,T000396,P000875,5,374000
TI0001197,T000397,P000094,1,453000
TI0001198,T000397,P000921,4,474000
TI0001199,T000397,P000523,2,347000
TI0001200,T000397,P000457,5,364000
TI0001201,T000398,P000468,4,394000
TI0001202,T000398,P000578,3,446000
TI0001203,T000398,P000060,1,475000
TI0001204,T000398,P000573,4,382000
TI0001205,T000399,P000837,2,63000
TI0001206,T000399,P000004,5,48000
TI0001207,T000399,P000764,1,375000
TI0001208,T000400,P000434,3,381000
TI0001209,T000401,P000555,1,299000
TI0001210,T000402,P000957,4,265000
TI0001211,T000403,P000294,4,189000
TI0001212,T000404,P000788,4,275000
TI0001213,T000404,P000139,3,200000
TI0001214,T000405,P000460,4,103000
TI0001215,T000405,P000891,4,483000
TI0001216,T000405,P000940,1,251000
TI0001217,T000405,P000929,5,440000
TI0001218,T000406,P000670,3,316000
TI0001219,T000406,P000881,1,136000
TI0001220,T000407,P000551,5,264000
TI0001221,T000407,P000403,2,436000
TI0001222,T000408,P000855,1,459000
TI0001223,T000408,P000004,3,48000
TI0001224,T000409,P000690,5,51000
TI0001225,T000409,P000737,4,87000
TI0001226,T000409,P000558,2,352000
TI0001227,T000409,P000435,2,255000
TI0001228,T000410,P000355,1,411000
TI0001229,T000410,P000159,1,347000
TI0001230,T000410,P000283,4,56000
TI0001231,T000410,P000194,5,416000
TI0001232,T000411,P000247,2,401000
TI0001233,T000412,P000104,5,60000
TI0001234,T000413,P000458,5,457000
TI0001235,T000414,P000251,1,351000
TI0001236,T000415,P000450,1,188000
TI0001237,T000415,P000240,2,446000
TI0001238,T000415,P000553,5,480000
TI0001239,T000415,P000223,3,446000
TI0001240,T000416,P000836,5,128000
TI0001241,T000416,P000939,3,326000
TI0001242,T000417,P000613,2,185000
TI0001243,T000417,P000792,3,312000
TI0001244,T000417,P000689,2,205000
TI0001245,T000417,P000839,5,481000
TI0001246,T000417,P000329,2,59000
TI0001247,T000418,P000308,5,114000
TI0001248,T000418,P000282,2,135000
TI0001249,T000418,P000063,4,147000
TI0001250,T000418,P000571,5,30000
TI0001251,T000419,P000049,4,37000
TI0001252,T000419,P000996,5,195000
TI0001253,T000419,P000353,3,294000
TI0001254,T000419,P000965,4,380000
TI0001255,T000420,P000153,5,400000
TI0001256,T000420,P000308,4,114000
TI0001257,T000420,P000386,2,330000
TI0001258,T000420,P000189,2,327000
TI0001259,T000421,P000879,4,164000
TI0001260,T000421,P000725,1,17000
TI0001261,T000421,P000148,5,444000
TI0001262,T000422,P000992,2,365000
TI0001263,T000422,P000427,4,90000
TI0001264,T000422,P000571,2,30000
TI0001265,T000422,P000543,3,96000
TI0001266,T000423,P000339,1,44000
TI0001267,T000423,P000663,4,7000
TI0001268,T000424,P000095,2,443000
TI0001269,T000424,P000549,1,405000
TI0001270,T000424,P000742,3,296000
TI0001271,T000425,P000690,1,51000
TI0001272,T000425,P000620,2,484000
TI0001273,T000425,P000618,5,79000
TI0001274,T000425,P000041,5,338000
TI0001275,T000426,P000491,3,256000
TI0001276,T000426,P000214,3,392000
TI0001277,T000427,P000217,2,326000
TI0001278,T000428,P000765,4,452000
TI0001279,T000429,P000713,2,44000
TI0001280,T000429,P000619,4,292000
TI0001281,T000430,P000566,3,294000
TI0001282,T000430,P000330,4,433000
TI0001283,T000431,P000547,3,99000
TI0001284,T000431,P000665,3,87000
TI0001285,T000431,P000368,5,408000
TI0001286,T000431,P000316,4,51000
TI0001287,T000432,P000101,3,338000
TI0001288,T000432,P000823,2,304000
TI0001289,T000432,P000740,3,360000
TI0001290,T000432,P000481,3,208000
TI0001291,T000433,P000047,2,302000
TI0001292,T000433,P000577,1,494000
TI0001293,T000433,P000885,3,52000
TI0001294,T000433,P000227,5,63000
TI0001295,T000434,P000594,2,154000
TI0001296,T000434,P000738,3,137000
TI0001297,T000434,P000428,2,94000
TI0001298,T000434,P000303,4,68000
TI0001299,T000434,P000157,5,311000
TI0001300,T000435,P000512,3,243000
TI0001301,T000435,P000564,3,229000
TI0001302,T000436,P000990,4,117000
TI0001303,T000436,P000741,4,425000
TI0001304,T000436,P000658,2,483000
TI0001305,T000436,P000758,3,372000
TI0001306,T000437,P000144,5,343000
TI0001307,T000437,P000738,4,137000
TI0001308,T000438,P000939,5,326000
TI0001309,T000438,P000911,1,293000
TI0001310,T000439,P000035,1,260000
TI0001311,T000439,P000860,1,122000
TI0001312,T000439,P000868,4,397000
TI0001313,T000439,P000077,2,68000
TI0001314,T000439,P000968,2,191000
TI0001315,T000440,P000725,2,17000
TI0001316,T000441,P000224,5,97000
TI0001317,T000442,P000383,5,42000
TI0001318,T000442,P000062,4,195000
TI0001319,T000442,P000633,4,471000
TI0001320,T000442,P000654,1,349000
TI0001321,T000443,P000545,5,146000
TI0001322,T000444,P000013,3,99000
TI0001323,T000444,P000018,5,326000
TI0001324,T000444,P000543,3,96000
TI0001325,T000444,P000740,1,360000
TI0001326,T000445,P000833,2,496000
TI0001327,T000445,P000715,1,356000
TI0001328,T000445,P000691,1,286000
TI0001329,T000445,P000441,5,373000
TI0001330,T000445,P000826,2,232000
TI0001331,T000446,P000197,5,231000
TI0001332,T000446,P000635,3,137000
TI0001333,T000447,P000274,1,383000
TI0001334,T000447,P000815,3,4000
TI0001335,T000447,P000407,4,121000
TI0001336,T000448,P000579,3,494000
TI0001337,T000448,P000250,1,19000
TI0001338,T000448,P000714,1,123000
TI0001339,T000448,P000232,1,213000
TI0001340,T000449,P000389,1,159000
TI0001341,T000449,P000387,1,468000
TI0001342,T000449,P000566,2,294000
TI0001343,T000449,P000488,1,149000
TI0001344,T000450,P000866,3,104000
TI0001345,T000450,P000445,5,401000
TI0001346,T000450,P000661,1,53000
TI0001347,T000450,P000804,5,187000
TI0001348,T000451,P000236,2,421000
TI0001349,T000452,P000487,3,231000
TI0001350,T000452,P000278,5,494000
TI0001351,T000452,P000048,5,31000
TI0001352,T000452,P000947,1,332000
TI0001353,T000452,P000077,2,68000
TI0001354,T000453,P000017,5,137000
TI0001355,T000453,P000985,2,53000
TI0001356,T000453,P000213,4,47000
TI0001357,T000454,P000307,2,263000
TI0001358,T000455,P000247,5,401000
TI0001359,T000455,P000581,3,202000
TI0001360,T000455,P000855,4,459000
TI0001361,T000455,P000870,2,173000
TI0001362,T000455,P000399,1,226000
TI0001363,T000456,P000764,4,375000
TI0001364,T000456,P000998,2,5000
TI0001365,T000456,P000355,1,411000
TI0001366,T000456,P000055,3,207000
TI0001367,T000456,P000101,5,338000
TI0001368,T000457,P000978,3,390000
TI0001369,T000457,P000610,1,357000
TI0001370,T000457,P000407,3,121000
TI0001371,T000457,P000993,4,131000
TI0001372,T000457,P000793,4,380000
TI0001373,T000458,P000365,4,349000
TI0001374,T000458,P000567,4,438000
TI0001375,T000459,P000697,4,179000
TI0001376,T000459,P000600,1,435000
TI0001377,T000460,P000303,1,68000
TI0001378,T000460,P000818,3,106000
TI0001379,T000460,P000253,2,356000
TI0001380,T000460,P000731,4,448000
TI0001381,T000460,P000076,2,38000
TI0001382,T000461,P000325,1,448000
TI0001383,T000461,P000370,3,20000
TI0001384,T000461,P000110,4,36000
TI0001385,T000461,P000094,3,453000
TI0001386,T000462,P000105,2,20000
TI0001387,T000462,P000136,4,78000
TI0001388,T000462,P000090,4,19000
TI0001389,T000463,P000569,1,461000
TI0001390,T000463,P000525,3,153000
TI0001391,T000463,P000418,5,150000
TI0001392,T000463,P000106,1,374000
TI0001393,T000463,P000027,5,253000
TI0001394,T000464,P000804,3,187000
TI0001395,T000464,P000333,4,140000
TI0001396,T000464,P000885,4,52000
TI0001397,T000464,P000395,1,23000
TI0001398,T000464,P000013,5,99000
TI0001399,T000465,P000586,2,415000
TI0001400,T000465,P000534,4,125000
TI0001401,T000466,P000143,3,224000
TI0001402,T000466,P000276,3,468000
TI0001403,T000467,P000150,3,173000
TI0001404,T000467,P000065,4,297000
TI0001405,T000467,P000172,3,94000
TI0001406,T000467,P000446,4,121000
TI0001407,T000468,P000370,3,20000
TI0001408,T000469,P000739,4,471000
TI0001409,T000469,P000641,5,290000
TI0001410,T000470,P000201,1,89000
TI0001411,T000470,P000469,4,426000
TI0001412,T000470,P000110,3,36000
TI0001413,T000470,P000139,5,200000
TI0001414,T000470,P000312,4,165000
TI0001415,T000471,P000451,5,128000
TI0001416,T000471,P000343,2,177000
TI0001417,T000471,P000441,3,373000
TI0001418,T000472,P000618,2,79000
TI0001419,T000472,P000971,4,456000
TI0001420,T000472,P000712,3,89000
TI0001421,T000473,P000988,3,173000
TI0001422,T000473,P000408,3,15000
TI0001423,T000474,P000991,3,302000
TI0001424,T000474,P000590,4,120000
TI0001425,T000474,P000801,3,131000
TI0001426,T000474,P000249,4,195000
TI0001427,T000475,P000117,2,336000
TI0001428,T000475,P000955,5,328000
TI0001429,T000475,P000578,5,446000
TI0001430,T000476,P000699,5,12000
TI0001431,T000476,P000787,1,159000
TI0001432,T000477,P000966,3,461000
TI0001433,T000477,P000726,1,87000
TI0001434,T000477,P000215,4,391000
TI0001435,T000477,P000449,4,391000
TI0001436,T000478,P000649,2,382000
TI0001437,T000478,P000311,3,252000
TI0001438,T000479,P000733,4,108000
TI0001439,T000479,P000434,1,381000
TI0001440,T000480,P000613,5,185000
TI0001441,T000480,P000491,5,256000
TI0001442,T000480,P000597,4,483000
TI0001443,T000480,P000411,5,316000
TI0001444,T000481,P000810,3,450000
TI0001445,T000482,P000609,2,480000
TI0001446,T000482,P000654,3,349000
TI0001447,T000482,P000937,2,17000
TI0001448,T000482,P000088,5,380000
TI0001449,T000482,P000112,1,342000
TI0001450,T000483,P000661,3,53000
TI0001451,T000483,P000694,4,248000
TI0001452,T000483,P000663,1,7000
TI0001453,T000483,P000410,1,470000
TI0001454,T000483,P000991,1,302000
TI0001455,T000484,P000228,5,364000
TI0001456,T000484,P000523,5,347000
TI0001457,T000484,P000765,5,452000
TI0001458,T000485,P000227,5,63000
TI0001459,T000485,P000457,5,364000
TI0001460,T000485,P000384,2,496000
TI0001461,T000485,P000401,3,71000
TI0001462,T000485,P000475,1,79000
TI0001463,T000486,P000108,1,23000
TI0001464,T000486,P000303,1,68000
TI0001465,T000486,P000426,2,23000
TI0001466,T000486,P000943,3,198000
TI0001467,T000487,P000352,2,236000
TI0001468,T000487,P000467,5,450000
TI0001469,T000487,P000804,4,187000
